,Cat,Subcat,url_x,page,brand,display_name,expiration_days,image,object_id,product_info,sku_id,units_in_cart,units_in_stock,url_y,weight,currency,discount_percentage,is_club_price,is_promo_price,measure_unit,price,price_per_unit,strikethrough_price,id,promotions,average_weight,weight_in_grams
0,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/c/L2001,3,Nuestra Alacena,Pechuga de pavo Nuestra Alacena sobre 2 x 200 g,0,/product_images/273810/273810_ISO_0_ES.jpg,273810,Sin gluten | Sin lactosa,273810,0,255,/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/273810,0,EUR,0,False,False,KILO,3.59,8.98,3.59,0,,,
1,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/c/L2001,3,Nuestra Alacena,Jamón cocido extra Nuestra Alacena sobre 2 x 225 g,0,/product_images/273957/273957_ISO_0_ES.jpg,273957,Sin gluten | Sin lactosa,273957,0,257,/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/273957,0,EUR,0,False,False,KILO,3.52,7.82,3.52,0,,,
2,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/c/L2001,3,Nuestra Alacena,Bacon en tiras Nuestra Alacena bandeja 2 x 100 g,0,/product_images/273750/273750_ISO_0_ES.jpg,273750,Sin gluten | Sin lactosa,273750,0,198,/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/273750,0,EUR,0,False,False,KILO,1.68,8.4,1.68,0,,,
3,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/c/L2001,3,Nuestra Alacena,Bacon Nuestra Alacena sobre 200 g,0,/product_images/273749/273749_ISO_0_ES.jpg,273749,Sin gluten | Sin lactosa,273749,0,272,/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/273749,0,EUR,0,False,False,KILO,1.99,9.95,1.99,0,,,
4,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/c/L2001,3,Nuestra Alacena,Jamón cocido extra 97% carne Nuestra Alacena sobre 150 g,0,/product_images/273737/273737_ISO_0_ES.jpg,273737,Sin gluten | Sin lactosa,273737,0,220,/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/273737,0,EUR,0,False,False,KILO,1.99,13.27,1.99,0,,,
5,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/c/L2001,3,Nuestra Alacena,Pechuga de pavo 90% carne Nuestra Alacena sobre 120 g,0,/product_images/273965/273965_ISO_0_ES.jpg,273965,Sin gluten | Sin lactosa,273965,0,240,/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/273965,0,EUR,25,True,True,KILO,1.64,13.69,2.19,0,,,
6,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/c/L2001,3,Elpozo,Jamón cocido extra Elpozo 1954 sobre 150 g,0,/product_images/146710/146710_ISO_0_ES.jpg,146710,Sin gluten | Sin lactosa,146710,0,124,/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/146710,0,EUR,0,False,False,KILO,2.0,13.33,2.0,0,,,
7,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/c/L2001,3,Nuestra Alacena,Mortadela Nuestra Alacena sobre 250 g,0,/product_images/273960/273960_ISO_0_ES.jpg,273960,Sin gluten,273960,0,91,/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/273960,0,EUR,0,False,False,KILO,1.25,5.0,1.25,0,,,
8,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/c/L2001,3,Elpozo,Fiambre de pavo sándwich Elpozo bandeja 270 g,0,/product_images/178002/178002_ISO_0_ES.jpg,178002,Sin gluten,178002,0,86,/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/178002,0,EUR,0,False,False,KILO,2.0,7.41,2.0,0,,,
9,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/c/L2001,3,Campofrío,Pechuga de pavo Campofrío Finissimas sobre 115 g,0,/product_images/74043/74043_ISO_0_ES.jpg,74043,Sin gluten,74043,0,96,/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/74043,0,EUR,0,False,False,KILO,2.29,19.91,2.29,0,,,
10,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/c/L2001,3,Nuestra Alacena,Jamón cocido extra bajo en sal Nuestra Alacena sobre 200 g,0,/product_images/273736/273736_ISO_0_ES.jpg,273736,Sin gluten | Sin lactosa,273736,0,161,/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/273736,0,EUR,0,False,False,KILO,1.99,9.95,1.99,0,,,
11,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/c/L2001,3,Nuestra Alacena,Mortadela con aceitunas Nuestra Alacena sobre 250 g,0,/product_images/273961/273961_ISO_0_ES.jpg,273961,Sin gluten,273961,0,84,/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/273961,0,EUR,0,False,False,KILO,1.45,5.8,1.45,0,,,
12,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/c/L2001,3,Nuestra Alacena,Jamón de pavo Nuestra Alacena sobre 200 g,0,/product_images/273733/273733_ISO_0_ES.jpg,273733,Sin gluten | Sin lactosa,273733,0,158,/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/273733,0,EUR,0,False,False,KILO,1.65,8.25,1.65,0,,,
13,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/c/L2001,3,Nuestra Alacena,Pechuga de pavo bajo en sal Nuestra Alacena sobre 200 g,0,/product_images/273731/273731_ISO_0_ES.jpg,273731,Sin gluten | Sin lactosa,273731,0,187,/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/273731,0,EUR,0,False,False,KILO,1.99,9.95,1.99,0,,,
14,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/c/L2001,3,Nuestra Alacena,Lacón ahumado Nuestra Alacena sobre 200 g,0,/product_images/273745/273745_ISO_0_ES.jpg,273745,Sin gluten | Sin lactosa,273745,0,53,/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/273745,0,EUR,0,False,False,KILO,2.29,11.45,2.29,0,,,
15,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/c/L2001,3,Elpozo,Bacon en lonchas Elpozo sobre 120 g,0,/product_images/162311/162311_ISO_0_ES.jpg,162311,Sin gluten,162311,0,110,/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/162311,0,EUR,0,False,False,KILO,1.5,12.5,1.5,0,,,
16,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/c/L2001,3,Campofrío,Pechuga de pavo braseado Campofrío sobre 75 g,0,/product_images/300740/300740_ISO_0_ES.jpg,300740,,300740,0,75,/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/300740,0,EUR,0,False,False,KILO,1.0,13.33,1.0,0,,,
17,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/c/L2001,3,Nuestra Alacena,Fiambre sándwich Nuestra Alacena sobre 250 g,0,/product_images/273740/273740_ISO_0_ES.jpg,273740,Sin gluten | Sin lactosa,273740,0,54,/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/273740,0,EUR,0,False,False,KILO,1.59,6.36,1.59,0,,,
18,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/c/L2001,3,Elpozo,Jamón de pavo con trufa y boletus Elpozo sobre 120 + 20 g,0,/product_images/255685/255685_ISO_0_ES.jpg,255685,Sin gluten | Sin lactosa,255685,0,28,/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/255685,0,EUR,0,False,False,KILO,2.0,16.67,2.0,0,,,
19,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/c/L2001,3,Elpozo,Fiambre de york Elpozo sobre 300 g,0,/product_images/137167/137167_ISO_0_ES.jpg,137167,Sin gluten,137167,0,54,/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/137167,0,EUR,0,False,False,KILO,2.0,6.67,2.0,0,,,
20,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/c/L2001,3,Campofrío,Jamón cocido extra Campofrío Finissimas sobre 115 g,0,/product_images/74042/74042_ISO_0_ES.jpg,74042,Sin gluten,74042,0,130,/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/74042,0,EUR,0,False,False,KILO,2.29,19.91,2.29,0,,,
21,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/c/L2001,3,Nuestra Alacena,Magro de cerdo cocido Nuestra Alacena lata 200 g,0,/product_images/66118/66118_ISO_0_ES.jpg,66118,,66118,0,77,/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/66118,0,EUR,0,False,False,KILO,2.35,11.75,2.35,0,,,
22,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/c/L2001,3,Nuestra Alacena,Jamón cocido extra Nuestra Alacena sobre 200 g,0,/product_images/298528/298528_ISO_0_ES.jpg,298528,Sin gluten | Sin lactosa,298528,0,29,/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/298528,0,EUR,0,False,False,KILO,2.19,10.95,2.19,0,,,
23,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/c/L2001,3,Elpozo,Jamón cocido Elpozo sobre 80 g,0,/product_images/298369/298369_ISO_0_ES.jpg,298369,Sin gluten | Sin lactosa,298369,0,73,/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/298369,0,EUR,0,False,False,KILO,1.0,12.5,1.0,0,,,
24,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/c/L2001,3,Serrano,Pavo trufado con pistachos Serrano sobre 150 g,0,/product_images/296598/296598_ISO_0_ES.jpg,296598,Sin gluten,296598,0,32,/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/296598,0,EUR,0,False,False,KILO,1.89,12.6,1.89,0,,,
25,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/c/L2001,3,Nuestra Alacena,Jamón cocido extra braseado Nuestra Alacena sobre 150 g,0,/product_images/296230/296230_ISO_0_ES.jpg,296230,Sin gluten | Sin lactosa,296230,0,56,/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/296230,0,EUR,0,False,False,KILO,2.25,15.0,2.25,0,,,
26,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/c/L2001,3,Nuestra Alacena,Chopped pork Nuestra Alacena 500 g,0,/product_images/274755/274755_ISO_0_ES.jpg,274755,Sin gluten | Sin lactosa,274755,0,24,/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/274755,0,EUR,0,False,False,KILO,2.39,4.78,2.39,0,,,
27,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/c/L2001,3,Nuestra Alacena,Mortadela Nuestra Alacena 500 g,0,/product_images/274754/274754_ISO_0_ES.jpg,274754,Sin gluten,274754,0,27,/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/274754,0,EUR,0,False,False,KILO,2.15,4.3,2.15,0,,,
28,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/c/L2001,3,Nuestra Alacena,Pechuga de pollo Nuestra Alacena sobre 200 g,0,/product_images/274104/274104_ISO_0_ES.jpg,274104,Sin gluten | Sin lactosa,274104,0,33,/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/274104,0,EUR,0,False,False,KILO,2.11,10.55,2.11,0,,,
29,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/c/L2001,3,Nuestra Alacena,Pechuga de pollo braseado Nuestra Alacena sobre 200 g,0,/product_images/274101/274101_ISO_0_ES.jpg,274101,Sin gluten | Sin lactosa,274101,0,43,/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/274101,0,EUR,0,False,False,KILO,2.29,11.45,2.29,0,,,
30,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/c/L2001,3,Nuestra Alacena,Pechuga de pavo braseado Nuestra Alacena sobre 200 g,0,/product_images/273964/273964_ISO_0_ES.jpg,273964,Sin gluten | Sin lactosa,273964,0,41,/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/273964,0,EUR,0,False,False,KILO,2.49,12.45,2.49,0,,,
31,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/c/L2001,3,Nuestra Alacena,Panceta curada Nuestra Alacena sobre 150 + 15 g,0,/product_images/273962/273962_ISO_0_ES.jpg,273962,Sin gluten | Sin lactosa,273962,0,42,/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/273962,0,EUR,0,False,False,KILO,1.99,13.27,1.99,0,,,
32,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/c/L2001,3,Nuestra Alacena,Chopped pork Nuestra Alacena sobre 250 g,0,/product_images/273959/273959_ISO_0_ES.jpg,273959,Sin gluten | Sin lactosa,273959,0,43,/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/273959,0,EUR,0,False,False,KILO,1.55,6.2,1.55,0,,,
33,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/c/L2001,3,Nuestra Alacena,Jamón cocido extra sabor ahumado Nuestra Alacena sobre 250 g,0,/product_images/273958/273958_ISO_0_ES.jpg,273958,Sin gluten,273958,0,54,/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/273958,0,EUR,0,False,False,KILO,2.69,10.76,2.69,0,,,
34,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/c/L2001,3,Nuestra Alacena,Pechuga de pavo bajo en grasa Nuestra Alacena 500 g,0,/product_images/273956/273956_ISO_0_ES.jpg,273956,Sin gluten | Sin lactosa,273956,0,40,/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/273956,0,EUR,0,False,False,KILO,3.49,6.98,3.49,0,,,
35,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/c/L2001,3,Nuestra Alacena,Pechuga de pavo bajo en sal Nuestra Alacena 500 g,0,/product_images/273955/273955_ISO_0_ES.jpg,273955,Sin gluten | Sin lactosa,273955,0,30,/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/273955,0,EUR,0,False,False,KILO,3.89,7.78,3.89,0,,,
36,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/c/L2001,3,Nuestra Alacena,Pavo maxi Nuestra Alacena 900 g + 100 g,0,/product_images/273954/273954_ISO_0_ES.jpg,273954,Sin gluten | Sin lactosa,273954,0,27,/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/273954,0,EUR,0,False,False,KILO,2.99,3.32,2.99,0,,,
37,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/c/L2001,3,Nuestra Alacena,Chopped de pavo Nuestra Alacena sobre 200 g,0,/product_images/273953/273953_ISO_0_ES.jpg,273953,Sin gluten,273953,0,42,/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/273953,0,EUR,0,False,False,KILO,1.69,8.45,1.69,0,,,
38,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/c/L2001,3,Nuestra Alacena,Mortadela de pavo Nuestra Alacena sobre 200 g,0,/product_images/273952/273952_ISO_0_ES.jpg,273952,Sin gluten,273952,0,38,/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/273952,0,EUR,0,False,False,KILO,1.69,8.45,1.69,0,,,
39,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/c/L2001,3,Selección Mundial,Mortadela Bologna I.G.P. Selección Mundial sobre 150 g,0,/product_images/273756/273756_ISO_0_ES.jpg,273756,,273756,0,69,/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/273756,0,EUR,0,False,False,KILO,1.85,12.33,1.85,0,,,
40,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/c/L2001,3,Nuestra Alacena,Bacon en taco Nuestra Alacena bolsa 300 g,0,/product_images/273751/273751_ISO_0_ES.jpg,273751,Sin gluten | Sin lactosa,273751,0,40,/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/273751,0,EUR,0,False,False,KILO,2.89,9.63,2.89,0,,,
41,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/c/L2001,3,Nuestra Alacena,Chopped lata Nuestra Alacena sobre 250 g,0,/product_images/273748/273748_ISO_0_ES.jpg,273748,Sin gluten | Sin lactosa,273748,0,56,/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/273748,0,EUR,0,False,False,KILO,1.99,7.96,1.99,0,,,
42,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/c/L2001,3,Nuestra Alacena,Cabeza de jabalí Nuestra Alacena sobre 200 g,0,/product_images/273747/273747_ISO_0_ES.jpg,273747,Sin gluten | Sin lactosa,273747,0,26,/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/273747,0,EUR,0,False,False,KILO,1.99,9.95,1.99,0,,,
43,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/c/L2001,3,Nuestra Alacena,Jamón york maxi Nuestra Alacena 800 g,0,/product_images/273746/273746_ISO_0_ES.jpg,273746,Sin gluten | Sin lactosa,273746,0,23,/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/273746,0,EUR,0,False,False,KILO,2.99,3.74,2.99,0,,,
44,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/c/L2001,3,Nuestra Alacena,Paleta cocida Nuestra Alacena sobre 250 g,0,/product_images/273744/273744_ISO_0_ES.jpg,273744,Sin gluten | Sin lactosa,273744,0,31,/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/273744,0,EUR,0,False,False,KILO,2.59,10.36,2.59,0,,,
45,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/c/L2001,3,Nuestra Alacena,Fiambre maxi york Nuestra Alacena sobre 400 g,0,/product_images/273742/273742_ISO_0_ES.jpg,273742,Sin gluten | Sin lactosa,273742,0,27,/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/273742,0,EUR,0,False,False,KILO,2.09,5.23,2.09,0,,,
46,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/c/L2001,3,Nuestra Alacena,Pechuga de pavo sándwich Nuestra Alacena sobre 250 g,0,/product_images/273732/273732_ISO_0_ES.jpg,273732,Sin gluten | Sin lactosa,273732,0,0,/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/273732,0,EUR,0,False,False,KILO,2.29,9.16,2.29,0,,,
47,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/c/L2001,3,Elpozo,Pechuga pavo bajo en sal Elpozo sobre 400 g,0,/product_images/273145/273145_ISO_0_ES.jpg,273145,Sin gluten | Sin lactosa,273145,0,11,/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/273145,0,EUR,0,False,False,KILO,3.99,9.98,3.99,0,,,
48,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/c/L2001,3,Elpozo,Pechuga de pavo en finas lonchas Elpozo sobre 115 g,0,/product_images/263497/263497_ISO_0_ES.jpg,263497,Sin gluten,263497,0,78,/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/263497,0,EUR,0,False,False,KILO,1.5,13.04,1.5,0,,,
49,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/c/L2001,3,Mrm,Mortadela ahumada Mrm sobre 200 g,0,/product_images/207576/207576_ISO_0_ES.jpg,207576,,207576,0,35,/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/207576,0,EUR,0,False,False,KILO,2.29,11.45,2.29,0,,,
50,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/c/L2001,3,Mrm,Lacón en tapas Mrm bandeja 200 g,0,/product_images/207575/207575_ISO_0_ES.jpg,207575,Sin gluten,207575,0,13,/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/207575,0,EUR,0,False,False,KILO,4.09,20.45,4.09,0,,,
51,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/c/L2001,3,Campofrío,Pechuga de pavo braseado Campofrío Finissimas sobre 115 g,0,/product_images/187756/187756_ISO_0_ES.jpg,187756,Sin gluten,187756,0,109,/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/187756,0,EUR,0,False,False,KILO,2.29,19.91,2.29,0,,,
52,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/c/L2001,3,La Carloteña,Pechuguitas de pollo asada La carloteña bandeja 100 g,0,/product_images/182582/182582_ISO_0_ES.jpg,182582,Sin gluten,182582,0,33,/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/182582,0,EUR,0,False,False,KILO,2.09,20.9,2.09,0,,,
53,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/c/L2001,3,Elpozo,Pechuga de pavo Elpozo Bienstar sobre 115 g,0,/product_images/170157/170157_ISO_0_ES.jpg,170157,Sin gluten,170157,0,37,/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/170157,0,EUR,0,False,False,KILO,1.5,13.04,1.5,0,,,
54,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/c/L2001,3,Campofrío,Chopped pork Campofrío sobre 95 g,0,/product_images/148433/148433_ISO_0_ES.jpg,148433,Sin gluten,148433,0,44,/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/148433,0,EUR,0,False,False,KILO,1.0,10.53,1.0,0,,,
55,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",https://www.dia.es/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/c/L2001,3,Campofrío,Mortadela clásica Campofrío sobre 95 g,0,/product_images/148432/148432_ISO_0_ES.jpg,148432,Sin gluten,148432,0,30,/charcuteria-y-quesos/jamon-cocido-lacon-fiambres-y-mortadela/p/148432,0,EUR,0,False,False,KILO,1.0,10.53,1.0,0,,,
